CustomerID,Region,State,City,CityTier,Gender,Age,PlanType,NetworkType,TenureMonths,CustomerSince,ARPU_INR,DataUsage_GB,VoiceMinutes,SMSCount,RechargeFreqPerMonth,PaymentMethod,HandsetBrand,OTTBundle,FamilyPlan,ComplaintsLast90Days,NPS,RoamingDays,Churn
CUST000017,West,Washington,Spokane,2,Female,29,Prepaid,5G,15,06-06-2024,114.44,37.53,379,6,1,UPI,Oppo,0,0,0,8,3,0
CUST000018,South,North Carolina,Wilmington,3,Male,35,Prepaid,4G,11,06-10-2024,213.94,31.31,550,8,1,UPI,Other,0,0,0,31,0,0
CUST000019,West,California,Irvine,2,Male,31,Prepaid,4G,28,08-05-2023,146.9,11.62,410,11,2,UPI,Xiaomi,0,0,0,61,0,0
CUST000020,West,Arizona,Phoenix,1,Female,19,Postpaid,5G,43,06-02-2022,696.91,17.73,641,9,1,UPI,Samsung,1,0,1,2,3,0
CUST000021,South,Florida,Tampa,1,Male,29,Postpaid,5G,31,06-02-2023,785.66,18.73,227,11,1,Debit Card,Apple,0,0,0,34,3,0
CUST000022,Midwest,Ohio,Toledo,2,Female,37,Prepaid,4G,11,06-10-2024,279.57,4.67,436,8,1,Debit Card,OnePlus,0,0,0,-20,0,0
CUST000023,West,Arizona,Mesa,2,Female,43,Prepaid,4G,6,07-03-2025,172.47,7.23,250,11,2,UPI,Oppo,1,0,0,36,3,0
CUST000024,West,California,San Jose,1,Male,40,Postpaid,5G,22,07-11-2023,636.92,23.61,339,7,1,UPI,Vivo,0,1,0,24,4,0
CUST000025,West,Oregon,Portland,1,Female,35,Prepaid,5G,8,05-01-2025,236.18,25.22,338,6,1,UPI,Xiaomi,0,0,0,-12,2,0
CUST000026,Northeast,Rhode Island,Providence,1,Male,45,Prepaid,4G,1,06-08-2025,201.02,19.98,392,7,1,Debit Card,Vivo,0,0,0,-35,1,0
CUST000027,Midwest,Minnesota,Bloomington,2,Male,35,Prepaid,4G,3,06-06-2025,249.14,9.32,285,11,3,UPI,OnePlus,1,0,0,67,1,0
CUST000028,South,Maryland,Baltimore,1,Male,31,Prepaid,4G,7,05-02-2025,237.2,11.08,418,7,1,UPI,Samsung,0,0,0,57,1,0
CUST000029,South,Florida,Orlando,1,Male,45,Prepaid,4G,28,08-05-2023,244.88,12.66,482,7,1,UPI,Xiaomi,0,0,0,43,1,0
CUST000030,Midwest,Wisconsin,Madison,2,Male,38,Postpaid,4G,29,08-04-2023,674.42,14.21,242,8,1,Credit Card,Motorola,0,0,0,70,1,0
CUST000031,South,Texas,San Antonio,1,Male,43,Prepaid,4G,1,06-08-2025,237.13,22.48,348,12,1,UPI,Oppo,0,0,2,44,3,0
CUST000032,Midwest,Ohio,Toledo,2,Male,21,Prepaid,4G,14,07-07-2024,177.3,6.79,733,10,1,NetBanking,Motorola,1,0,1,-8,1,0
CUST000033,Midwest,Minnesota,Bloomington,2,Male,24,Prepaid,4G,17,07-04-2024,207.48,7.47,467,8,0.5,UPI,Motorola,0,0,0,32,2,0
CUST000034,Midwest,Indiana,Carmel,3,Female,24,Prepaid,4G,36,07-09-2022,175.75,12.44,208,6,3,UPI,Samsung,0,0,0,78,0,0
CUST000035,Northeast,Rhode Island,Pawtucket,3,Male,33,Prepaid,2G,30,08-03-2023,214.32,6.56,260,5,1,UPI,Realme,0,0,0,6,1,0
CUST000036,Northeast,New Jersey,Trenton,3,Female,48,Prepaid,4G,6,07-03-2025,249.88,4.76,455,5,0.5,Cash,Vivo,1,0,0,15,3,1
CUST000037,West,Oregon,Salem,2,Female,21,Prepaid,4G,2,07-07-2025,163,6.07,440,14,1,Debit Card,Other,1,0,0,38,1,0
CUST000038,Midwest,Wisconsin,Appleton,3,Female,40,Prepaid,5G,3,06-06-2025,148.71,17.37,355,11,1,UPI,Samsung,0,0,0,78,1,0
CUST000039,South,Florida,Hialeah,2,Male,21,Prepaid,4G,62,09-07-2020,211.97,21.72,687,5,1,Cash,Xiaomi,1,0,0,49,2,0
CUST000040,West,California,Long Beach,2,Female,51,Prepaid,4G,20,06-01-2024,179.29,22,738,7,1,UPI,Xiaomi,0,0,0,-5,2,0
CUST000041,Midwest,Wisconsin,Madison,2,Female,18,Prepaid,4G,1,06-08-2025,211.27,38.58,388,3,1,Debit Card,Apple,0,1,0,29,1,0
CUST000042,West,Washington,Tacoma,2,Female,38,Prepaid,4G,2,07-07-2025,222.82,15.82,530,11,2,UPI,OnePlus,0,0,0,29,0,0
CUST000043,Midwest,Minnesota,Bloomington,2,Male,39,Prepaid,2G,11,06-10-2024,124.25,17.15,536,4,2,UPI,Nokia,1,0,0,48,2,0
CUST000044,Midwest,Wisconsin,Madison,2,Male,37,Prepaid,4G,4,07-05-2025,237.59,12.8,553,16,1,Cash,Realme,0,1,0,-23,4,1
CUST000045,West,Arizona,Phoenix,1,Female,24,Postpaid,5G,23,07-10-2023,559.64,21.36,347,12,1,Credit Card,Samsung,1,0,0,-22,1,0
CUST000046,South,Virginia,Virginia Beach,1,Male,22,Prepaid,5G,29,08-04-2023,239.11,70,645,2,1,UPI,Xiaomi,0,0,1,21,2,0
CUST000047,West,Arizona,Phoenix,1,Male,43,Prepaid,5G,15,06-06-2024,213.62,23.5,415,5,3,UPI,Other,0,0,0,24,2,1
CUST000048,South,Texas,Dallas,1,Male,41,Prepaid,4G,17,07-04-2024,217.92,18.34,476,9,1,NetBanking,Apple,0,0,0,-5,2,0
CUST000049,South,Maryland,Baltimore,1,Female,41,Prepaid,5G,11,06-10-2024,307.76,10.11,427,7,1,UPI,OnePlus,0,0,0,28,2,0
CUST000050,Midwest,Indiana,Fort Wayne,2,Female,42,Prepaid,4G,5,06-04-2025,222.77,19.03,408,7,1,UPI,Motorola,1,0,0,26,2,0
CUST000051,Northeast,Connecticut,Norwalk,3,Male,18,Postpaid,4G,55,06-02-2021,708.56,26.5,456,6,1,UPI,Oppo,0,0,0,89,0,0
CUST000052,Northeast,Massachusetts,Quincy,3,Female,18,Prepaid,4G,8,05-01-2025,216.04,28.97,280,6,2,Debit Card,Other,1,0,0,11,0,0
CUST000053,Midwest,Michigan,Ann Arbor,3,Male,25,Prepaid,4G,12,06-09-2024,234.8,21.72,188,8,1,Cash,Other,1,0,0,-16,0,0
CUST000054,Midwest,Minnesota,Brooklyn Park,3,Male,27,Prepaid,3G,32,07-01-2023,226.7,13.79,400,8,1,UPI,Oppo,1,0,0,76,0,1
CUST000055,South,Texas,Plano,2,Female,26,Prepaid,4G,2,07-07-2025,220.18,13.44,320,10,1,NetBanking,OnePlus,1,0,0,6,1,0
CUST000056,Midwest,Ohio,Canton,3,Female,34,Prepaid,4G,14,07-07-2024,254.29,14.25,492,12,1,UPI,Vivo,0,0,0,40,3,0
CUST000057,Midwest,Illinois,Peoria,3,Female,42,Prepaid,4G,7,05-02-2025,216.26,15.87,478,8,2,UPI,Realme,0,0,0,65,1,0
CUST000058,Midwest,Indiana,Evansville,2,Male,29,Prepaid,4G,21,07-12-2023,301.41,31.84,423,11,1,UPI,Xiaomi,0,0,1,84,2,0
CUST000059,Midwest,Minnesota,Rochester,2,Female,24,Prepaid,5G,1,06-08-2025,248.42,38.23,598,11,1,Cash,OnePlus,0,0,0,30,2,1
CUST000060,West,Arizona,Phoenix,1,Male,39,Prepaid,5G,19,06-02-2024,194.42,31.56,421,8,1,UPI,Vivo,1,0,0,-16,2,0
CUST000061,West,Washington,Seattle,1,Male,29,Prepaid,5G,1,06-08-2025,232.94,67.87,238,8,1,UPI,Xiaomi,1,0,0,39,2,0
CUST000062,West,Arizona,Gilbert,3,Male,32,Prepaid,2G,1,06-08-2025,225.88,3.02,402,10,3,UPI,Vivo,0,0,0,21,2,0
CUST000063,Northeast,Massachusetts,Springfield,2,Female,29,Prepaid,4G,23,07-10-2023,211.78,11.29,567,9,2,UPI,Samsung,1,0,0,-12,1,0
CUST000064,West,Colorado,Denver,1,Female,35,Prepaid,5G,18,07-03-2024,267.47,19.95,198,7,0.5,UPI,Xiaomi,1,0,0,58,2,0
CUST000065,West,California,Los Angeles,1,Male,22,Prepaid,4G,40,08-05-2022,271.88,9.94,416,4,2,UPI,Samsung,0,0,0,55,2,0
CUST000066,South,Florida,Miami,1,Male,38,Postpaid,5G,43,06-02-2022,536.85,13.8,495,7,1,UPI,Realme,1,0,0,73,2,0
CUST000067,Midwest,Wisconsin,Appleton,3,Female,31,Prepaid,5G,13,06-08-2024,261.24,7.17,746,7,1,Cash,Xiaomi,1,0,1,33,2,0
CUST000068,Northeast,Pennsylvania,Erie,2,Male,25,Prepaid,4G,13,06-08-2024,190.13,12.34,571,8,1,Cash,Motorola,0,0,0,-33,3,0
CUST000069,Midwest,Indiana,Evansville,2,Female,36,Prepaid,4G,22,07-11-2023,186.16,25.44,439,6,1,UPI,Realme,1,0,0,91,2,0
CUST000070,Northeast,New York,Yonkers,2,Male,25,Postpaid,4G,33,07-12-2022,528.11,28.41,485,9,1,UPI,Xiaomi,0,0,1,-24,3,0
CUST000071,Northeast,Pennsylvania,Pittsburgh,1,Male,25,Prepaid,5G,4,07-05-2025,272.34,12.79,199,8,0.5,NetBanking,Vivo,0,0,1,-6,1,0
CUST000072,Midwest,Wisconsin,Green Bay,2,Other,21,Prepaid,2G,4,07-05-2025,199.32,16.98,299,6,2,UPI,Xiaomi,0,0,0,7,1,0
CUST000073,Midwest,Illinois,Rockford,3,Male,18,Prepaid,4G,7,05-02-2025,183.46,33.6,499,9,1,Cash,Realme,0,0,0,46,1,0
CUST000074,Northeast,Connecticut,Hartford,3,Male,36,Prepaid,4G,51,08-06-2021,193.04,5.98,447,9,1,Cash,Oppo,0,0,0,14,1,1
CUST000075,South,Virginia,Norfolk,2,Male,42,Prepaid,4G,29,08-04-2023,138.21,13.53,461,5,2,Debit Card,Vivo,1,0,0,47,0,0
CUST000076,South,Georgia,Atlanta,1,Female,27,Prepaid,5G,49,08-08-2021,206.31,23.86,428,12,0.5,UPI,Oppo,0,0,0,-14,1,0
CUST000077,Northeast,Massachusetts,Cambridge,2,Female,24,Prepaid,4G,118,10-11-2015,160.42,14.97,425,10,1,UPI,Xiaomi,0,0,0,17,0,0
CUST000078,Midwest,Ohio,Columbus,1,Male,18,Prepaid,5G,10,05-11-2024,229.23,33.46,433,5,1,Cash,Xiaomi,0,0,0,57,4,0
CUST000079,West,Oregon,Beaverton,3,Male,18,Prepaid,4G,4,07-05-2025,236.57,6.06,301,6,1,Cash,Xiaomi,0,0,0,64,1,0
CUST000080,Midwest,Indiana,South Bend,3,Female,38,Prepaid,5G,14,07-07-2024,232.16,10.99,399,14,1,UPI,Samsung,0,0,0,53,0,0
CUST000081,Northeast,New Jersey,Jersey City,1,Male,18,Postpaid,5G,35,07-10-2022,850.81,36.29,271,8,1,UPI,Xiaomi,1,0,0,41,2,0
CUST000082,South,Texas,Austin,1,Female,21,Prepaid,5G,38,08-07-2022,281.36,7.23,353,5,1,UPI,Vivo,1,0,0,2,4,0
CUST000083,West,Washington,Seattle,1,Male,34,Prepaid,5G,11,06-10-2024,218.86,32.69,565,12,1,UPI,Xiaomi,0,0,0,-3,1,0
CUST000084,Midwest,Missouri,Springfield,2,Male,32,Prepaid,4G,12,06-09-2024,210.76,19.49,403,10,1,Debit Card,Samsung,0,0,0,52,1,0
CUST000085,West,Oregon,Portland,1,Female,34,Prepaid,4G,2,07-07-2025,238.7,23.22,495,4,1,UPI,Nokia,0,0,0,28,2,0
CUST000086,West,Colorado,Colorado Springs,2,Male,32,Prepaid,4G,9,06-12-2024,123.96,11.23,441,7,1,UPI,Vivo,1,0,0,-6,2,0
CUST000087,South,North Carolina,Cary,3,Female,28,Prepaid,4G,8,05-01-2025,161.31,20.2,378,10,1,UPI,Apple,0,0,1,56,4,0
CUST000088,South,Maryland,Baltimore,1,Male,21,Prepaid,5G,7,05-02-2025,233.31,9.94,306,9,1,Debit Card,Realme,0,0,0,5,3,0
CUST000089,Midwest,Missouri,Lee's Summit,3,Male,26,Prepaid,4G,39,08-06-2022,203.08,11.6,379,14,2,UPI,Oppo,0,0,0,74,1,0
CUST000090,West,Oregon,Portland,1,Other,29,Prepaid,4G,1,06-08-2025,260.49,15.21,448,7,2,UPI,Xiaomi,1,0,0,8,1,1
CUST000091,Midwest,Michigan,Grand Rapids,2,Male,18,Prepaid,2G,64,09-05-2020,228.55,8.68,497,8,3,UPI,Oppo,0,0,0,2,1,0
CUST000092,South,Maryland,Silver Spring,2,Female,24,Prepaid,4G,1,06-08-2025,139.17,16.96,440,5,1,UPI,Motorola,1,0,0,4,2,0
CUST000093,Northeast,New Jersey,Woodbridge,3,Male,28,Prepaid,4G,52,09-05-2021,230.74,7.49,506,5,1,UPI,Samsung,1,0,0,14,3,0
CUST000094,South,Texas,Lubbock,3,Female,25,Prepaid,4G,14,07-07-2024,217.14,17.48,243,7,2,Debit Card,OnePlus,0,0,0,46,0,0
CUST000095,Northeast,New York,New York,1,Female,28,Prepaid,5G,21,07-12-2023,264.93,57.12,519,7,2,UPI,Oppo,1,0,0,20,2,0
CUST000096,West,Arizona,Chandler,2,Male,38,Prepaid,4G,3,06-06-2025,252.67,7,292,5,0.5,UPI,Samsung,0,1,0,82,2,0
CUST000097,South,Virginia,Norfolk,2,Female,39,Prepaid,4G,19,06-02-2024,204.28,14.68,544,6,0.5,Debit Card,Oppo,0,0,0,22,0,0
CUST000098,West,Arizona,Phoenix,1,Female,45,Prepaid,4G,38,08-07-2022,289.82,5.64,488,7,1,Debit Card,Oppo,0,0,0,-11,3,0
CUST000099,Midwest,Ohio,Canton,3,Male,18,Prepaid,5G,2,07-07-2025,174.42,12.19,202,5,0.5,UPI,Vivo,0,0,0,33,3,0
CUST000100,Midwest,Wisconsin,Green Bay,2,Female,28,Prepaid,5G,2,07-07-2025,172.17,30.61,510,5,1,UPI,Realme,1,0,0,96,1,0
CUST000101,Midwest,Ohio,Cincinnati,2,Female,43,Prepaid,4G,6,07-03-2025,227.15,11.49,546,5,1,Debit Card,Oppo,1,0,1,25,1,1
CUST000102,South,Virginia,Norfolk,2,Male,18,Prepaid,5G,3,06-06-2025,195.25,31.36,573,10,0.5,UPI,Xiaomi,1,0,0,-36,1,0
CUST000103,West,Oregon,Portland,1,Male,21,Prepaid,4G,2,07-07-2025,250.47,18.42,333,9,2,UPI,Samsung,1,0,1,-5,1,0
CUST000104,South,Florida,Hialeah,2,Male,26,Prepaid,4G,20,06-01-2024,289.72,14.31,447,9,1,UPI,Other,1,0,0,37,1,0
CUST000105,Midwest,Ohio,Akron,3,Male,50,Postpaid,4G,43,06-02-2022,647.22,9.63,510,6,1,UPI,Vivo,1,0,0,-41,1,0
CUST000106,West,Arizona,Phoenix,1,Female,23,Prepaid,4G,35,07-10-2022,248.49,22.45,512,7,1,UPI,Oppo,0,0,0,82,2,0
CUST000107,West,Colorado,Aurora,2,Male,41,Prepaid,4G,19,06-02-2024,175.23,17.86,474,11,2,UPI,OnePlus,0,0,0,11,1,0
CUST000108,South,Georgia,Atlanta,1,Female,31,Prepaid,5G,2,07-07-2025,172,8.03,376,6,1,UPI,Oppo,0,0,0,-77,3,0
CUST000109,West,Nevada,Las Vegas,1,Male,21,Postpaid,5G,22,07-11-2023,691.29,13.51,545,4,1,NetBanking,Samsung,0,0,0,100,3,0
CUST000110,Midwest,Illinois,Rockford,3,Male,57,Postpaid,4G,13,06-08-2024,728.02,3.39,548,10,1,Credit Card,Samsung,1,0,0,77,1,0
CUST000111,West,California,Oakland,2,Female,33,Prepaid,4G,7,05-02-2025,197.08,6.56,409,10,1,Debit Card,Realme,0,0,0,4,0,0
CUST000112,Midwest,Missouri,Springfield,2,Female,35,Prepaid,3G,6,07-03-2025,226.06,12.33,332,14,0.5,UPI,Apple,0,1,0,-6,2,0
CUST000113,Midwest,Missouri,Springfield,2,Female,36,Prepaid,4G,47,08-10-2021,267.06,7.9,340,11,2,UPI,OnePlus,0,0,0,22,1,0
CUST000114,Northeast,Connecticut,Bridgeport,1,Male,36,Prepaid,4G,24,07-09-2023,296.06,9.03,591,6,2,UPI,Samsung,1,0,0,83,2,0
CUST000115,South,North Carolina,Fayetteville,3,Male,51,Prepaid,4G,2,07-07-2025,227.15,34.27,535,10,1,UPI,Vivo,1,0,0,25,0,0
CUST000116,Northeast,Connecticut,Norwalk,3,Male,48,Prepaid,4G,11,06-10-2024,216.8,27.59,420,8,3,Debit Card,OnePlus,0,0,0,-25,2,0
CUST000117,Northeast,New Jersey,Elizabeth,2,Other,23,Prepaid,4G,6,07-03-2025,149.25,9.81,403,9,1,UPI,Oppo,0,0,0,70,1,0
CUST000118,Midwest,Ohio,Canton,3,Male,50,Prepaid,2G,68,08-01-2020,184.79,23.95,211,7,1,Cash,Xiaomi,1,0,0,43,0,0
CUST000119,Midwest,Indiana,Carmel,3,Female,25,Prepaid,4G,68,08-01-2020,198.77,30.84,412,12,1,Debit Card,Xiaomi,0,0,0,-24,3,0
CUST000120,South,Maryland,Frederick,3,Female,34,Prepaid,4G,6,07-03-2025,175.91,21.57,281,13,1,UPI,Samsung,0,0,0,1,3,0
CUST000121,Northeast,New York,Buffalo,2,Male,18,Prepaid,4G,7,05-02-2025,219.94,17.8,444,8,1,UPI,Samsung,0,0,0,19,0,0
CUST000122,Midwest,Wisconsin,Appleton,3,Female,41,Prepaid,4G,16,07-05-2024,286.47,28.76,565,12,1,Cash,Samsung,1,0,0,20,1,0
CUST000123,West,California,San Francisco,1,Female,29,Prepaid,4G,11,06-10-2024,300.71,23.61,306,7,2,UPI,Motorola,1,0,0,57,2,0
CUST000124,Midwest,Minnesota,Rochester,2,Female,21,Prepaid,4G,4,07-05-2025,219.76,7.19,456,10,2,UPI,OnePlus,0,0,0,64,1,0
CUST000125,West,Arizona,Phoenix,1,Male,42,Prepaid,5G,19,06-02-2024,271.18,17.93,545,9,2,NetBanking,OnePlus,0,0,1,38,2,0
CUST000126,West,Washington,Tacoma,2,Male,44,Prepaid,4G,7,05-02-2025,180.86,10.68,453,4,2,UPI,Oppo,0,0,0,63,2,0
CUST000127,Northeast,Pennsylvania,Bethlehem,3,Male,45,Prepaid,4G,19,06-02-2024,268.56,29.71,359,5,0.5,UPI,Realme,0,0,0,41,2,0
CUST000128,Northeast,New Jersey,Paterson,2,Male,18,Postpaid,4G,51,08-06-2021,412.56,12.6,428,8,1,UPI,Apple,0,0,0,-10,3,0
CUST000129,Midwest,Indiana,Fort Wayne,2,Female,46,Postpaid,5G,54,09-03-2021,709.54,15.35,541,6,1,Credit Card,Samsung,1,0,0,27,0,0
CUST000130,South,Maryland,Silver Spring,2,Female,29,Prepaid,4G,19,06-02-2024,229.82,27.55,454,7,1,UPI,Xiaomi,0,0,0,7,2,0
CUST000131,West,Arizona,Gilbert,3,Male,50,Prepaid,4G,12,06-09-2024,179.77,17.39,425,5,1,UPI,Samsung,0,0,0,65,0,0
CUST000132,West,Oregon,Gresham,3,Female,37,Prepaid,4G,21,07-12-2023,201.65,52.83,555,0,2,NetBanking,OnePlus,0,0,0,1,2,0
CUST000133,Midwest,Minnesota,Minneapolis,1,Female,34,Postpaid,4G,25,07-08-2023,563.89,10.64,489,4,1,NetBanking,Vivo,0,0,0,37,3,0
CUST000134,West,Colorado,Colorado Springs,2,Male,32,Prepaid,4G,11,06-10-2024,166.33,10.9,282,8,2,Cash,OnePlus,1,0,0,3,1,0
CUST000135,Midwest,Minnesota,Brooklyn Park,3,Male,31,Prepaid,5G,2,07-07-2025,146.36,39.38,495,4,0.5,Cash,Oppo,1,0,0,-32,0,0
CUST000136,West,California,San Jose,1,Female,25,Prepaid,5G,3,06-06-2025,270.7,9.32,541,7,2,UPI,Apple,0,0,0,28,2,0
CUST000137,South,Georgia,Atlanta,1,Female,22,Prepaid,4G,5,06-04-2025,288.21,32.85,273,2,1,UPI,OnePlus,1,1,0,35,1,0
CUST000138,South,Maryland,Baltimore,1,Female,28,Postpaid,4G,37,08-08-2022,440.58,8.65,155,5,1,Credit Card,Oppo,1,0,1,61,1,0
CUST000139,West,California,Los Angeles,1,Male,42,Prepaid,5G,8,05-01-2025,313.53,28.97,297,11,1,NetBanking,Other,0,0,0,50,2,0
CUST000140,Northeast,Massachusetts,Worcester,2,Male,19,Prepaid,4G,1,06-08-2025,209.52,4.92,416,9,1,Debit Card,Samsung,1,0,0,-18,3,0
CUST000141,Northeast,New Jersey,Elizabeth,2,Male,44,Prepaid,4G,30,08-03-2023,221.59,15.29,547,9,1,Cash,Apple,0,0,0,24,2,0
CUST000142,West,California,San Diego,1,Female,33,Postpaid,4G,32,07-01-2023,523.31,7.85,321,3,1,NetBanking,Xiaomi,0,0,0,-12,3,0
CUST000143,West,California,Los Angeles,1,Female,39,Postpaid,5G,30,08-03-2023,858.5,76.57,477,10,1,UPI,Xiaomi,1,0,1,-4,2,0
CUST000144,West,Colorado,Thornton,3,Male,39,Prepaid,4G,5,06-04-2025,218.01,7.82,80,7,1,Cash,Realme,0,0,0,35,1,0
CUST000145,West,Washington,Seattle,1,Female,40,Prepaid,4G,2,07-07-2025,285.55,9.05,449,9,1,UPI,Xiaomi,1,0,1,43,1,0
CUST000146,Midwest,Michigan,Warren,2,Female,32,Prepaid,4G,11,06-10-2024,258.83,20.52,376,7,1,NetBanking,Samsung,0,0,0,-30,1,0
CUST000147,South,Tennessee,Memphis,1,Female,32,Postpaid,5G,58,07-11-2020,860.18,16.81,677,13,1,UPI,Motorola,1,0,1,36,1,0
CUST000148,South,North Carolina,Durham,2,Female,40,Prepaid,4G,38,08-07-2022,184.07,22.65,197,10,2,UPI,Xiaomi,0,0,0,35,0,0
CUST000149,Midwest,Minnesota,Bloomington,2,Male,22,Prepaid,4G,3,06-06-2025,201.68,9.71,425,8,1,UPI,Vivo,0,0,0,-14,0,1
CUST000150,West,Washington,Seattle,1,Female,21,Prepaid,5G,15,06-06-2024,215.53,12.52,199,9,2,UPI,Samsung,0,0,0,20,2,0
CUST000151,Midwest,Illinois,Joliet,3,Male,27,Prepaid,4G,58,07-11-2020,245.8,14.64,360,8,2,UPI,Vivo,0,0,0,-12,2,0
CUST000152,West,Nevada,Las Vegas,1,Male,34,Prepaid,4G,18,07-03-2024,253.32,7.17,224,9,0.5,UPI,Motorola,0,1,0,-39,1,0
CUST000153,Midwest,Michigan,Grand Rapids,2,Female,49,Prepaid,4G,10,05-11-2024,252.77,18.87,701,10,1,Debit Card,Oppo,0,0,0,61,3,0
CUST000154,West,Oregon,Beaverton,3,Female,32,Prepaid,5G,22,07-11-2023,254.51,34,378,6,1,Debit Card,Samsung,0,0,1,57,1,0
CUST000155,Northeast,New York,Syracuse,3,Male,50,Prepaid,4G,31,06-02-2023,140.91,20.73,399,12,1,UPI,Samsung,0,0,0,19,2,0
CUST000156,West,Washington,Seattle,1,Female,36,Prepaid,4G,16,07-05-2024,294.03,21.89,419,8,2,UPI,Samsung,0,0,0,41,4,0
CUST000157,South,North Carolina,Winston-Salem,2,Female,27,Prepaid,4G,36,07-09-2022,248.03,4.69,292,5,1,UPI,Motorola,1,0,0,-14,3,0
CUST000158,Northeast,Massachusetts,Brockton,3,Female,42,Prepaid,4G,13,06-08-2024,195.23,11.28,553,12,2,Debit Card,Vivo,1,0,0,55,0,0
CUST000159,West,Nevada,Henderson,2,Male,29,Postpaid,4G,65,08-04-2020,641.98,15.58,502,11,1,NetBanking,Apple,0,0,0,31,0,0
CUST000160,South,Virginia,Richmond,2,Female,34,Prepaid,4G,16,07-05-2024,205.05,35.61,531,9,2,UPI,Realme,1,0,0,-19,1,0
CUST000161,West,Oregon,Beaverton,3,Male,19,Postpaid,4G,36,07-09-2022,673.93,12.6,280,6,1,Debit Card,Xiaomi,0,0,0,36,2,0
CUST000162,South,Florida,Jacksonville,1,Male,18,Prepaid,5G,27,08-06-2023,225.14,5.05,564,5,2,NetBanking,Oppo,0,0,1,38,5,1
CUST000163,South,Georgia,Athens,3,Male,36,Prepaid,3G,31,06-02-2023,229.16,8.15,550,12,1,Cash,Realme,0,0,0,7,1,0
CUST000164,South,North Carolina,Raleigh,1,Male,41,Prepaid,5G,1,06-08-2025,242.69,13.51,398,7,1,UPI,Oppo,1,0,0,-28,2,1
CUST000165,Midwest,Wisconsin,Madison,2,Female,49,Prepaid,4G,23,07-10-2023,192.71,4.08,536,10,2,UPI,Realme,0,0,0,8,1,0
CUST000166,Northeast,New York,Rochester,2,Female,24,Prepaid,4G,27,08-06-2023,217.61,26.61,456,8,1,UPI,Realme,0,0,0,65,3,0
CUST000167,West,Arizona,Phoenix,1,Female,45,Prepaid,5G,21,07-12-2023,348.26,7.83,236,5,1,UPI,Samsung,0,0,0,49,1,0
CUST000168,Midwest,Illinois,Naperville,2,Male,43,Prepaid,4G,22,07-11-2023,182.58,19.45,403,9,3,Debit Card,Xiaomi,0,0,0,36,2,0
